Solvent,Temperature_K,Density_g/cm^3,Source
Water,292.05,0.99843,"NIST Chemistry WebBook, SRD 69"
Water,292.15,0.99841,"NIST Chemistry WebBook, SRD 69"
Water,292.25,0.99839,"NIST Chemistry WebBook, SRD 69"
Water,292.35,0.99837,"NIST Chemistry WebBook, SRD 69"
Water,292.45,0.99835,"NIST Chemistry WebBook, SRD 69"
Water,292.55,0.99833,"NIST Chemistry WebBook, SRD 69"
Water,292.65,0.99831,"NIST Chemistry WebBook, SRD 69"
Water,292.75,0.99829,"NIST Chemistry WebBook, SRD 69"
Water,292.85,0.99827,"NIST Chemistry WebBook, SRD 69"
Water,292.95,0.99825,"NIST Chemistry WebBook, SRD 69"
Water,293.05,0.99823,"NIST Chemistry WebBook, SRD 69"
Water,293.15,0.99821,"NIST Chemistry WebBook, SRD 69"
Water,293.25,0.99819,"NIST Chemistry WebBook, SRD 69"
Water,293.35,0.99817,"NIST Chemistry WebBook, SRD 69"
Water,293.45,0.99814,"NIST Chemistry WebBook, SRD 69"
Water,293.55,0.99812,"NIST Chemistry WebBook, SRD 69"
Water,293.65,0.9981,"NIST Chemistry WebBook, SRD 69"
Water,293.75,0.99808,"NIST Chemistry WebBook, SRD 69"
Water,293.85,0.99806,"NIST Chemistry WebBook, SRD 69"
Water,293.95,0.99804,"NIST Chemistry WebBook, SRD 69"
Water,294.05,0.99802,"NIST Chemistry WebBook, SRD 69"
Water,294.15,0.998,"NIST Chemistry WebBook, SRD 69"
Water,294.25,0.99797,"NIST Chemistry WebBook, SRD 69"
Water,294.35,0.99795,"NIST Chemistry WebBook, SRD 69"
Water,294.45,0.99793,"NIST Chemistry WebBook, SRD 69"
Water,294.55,0.99791,"NIST Chemistry WebBook, SRD 69"
Water,294.65,0.99789,"NIST Chemistry WebBook, SRD 69"
Water,294.75,0.99786,"NIST Chemistry WebBook, SRD 69"
Water,294.85,0.99784,"NIST Chemistry WebBook, SRD 69"
Water,294.95,0.99782,"NIST Chemistry WebBook, SRD 69"
Water,295.05,0.9978,"NIST Chemistry WebBook, SRD 69"
Water,295.15,0.99777,"NIST Chemistry WebBook, SRD 69"
Water,295.25,0.99775,"NIST Chemistry WebBook, SRD 69"
Water,295.35,0.99773,"NIST Chemistry WebBook, SRD 69"
Water,295.45,0.9977,"NIST Chemistry WebBook, SRD 69"
Water,295.55,0.99768,"NIST Chemistry WebBook, SRD 69"
Water,295.65,0.99766,"NIST Chemistry WebBook, SRD 69"
Water,295.75,0.99764,"NIST Chemistry WebBook, SRD 69"
Water,295.85,0.99761,"NIST Chemistry WebBook, SRD 69"
Water,295.95,0.99759,"NIST Chemistry WebBook, SRD 69"
Water,296.05,0.99757,"NIST Chemistry WebBook, SRD 69"
Water,296.15,0.99754,"NIST Chemistry WebBook, SRD 69"
Water,296.25,0.99752,"NIST Chemistry WebBook, SRD 69"
Water,296.35,0.99749,"NIST Chemistry WebBook, SRD 69"
Water,296.45,0.99747,"NIST Chemistry WebBook, SRD 69"
Water,296.55,0.99745,"NIST Chemistry WebBook, SRD 69"
Water,296.65,0.99742,"NIST Chemistry WebBook, SRD 69"
Water,296.75,0.9974,"NIST Chemistry WebBook, SRD 69"
Water,296.85,0.99737,"NIST Chemistry WebBook, SRD 69"
Water,296.95,0.99735,"NIST Chemistry WebBook, SRD 69"
Water,297.05,0.99732,"NIST Chemistry WebBook, SRD 69"
Water,297.15,0.9973,"NIST Chemistry WebBook, SRD 69"
Water,297.25,0.99727,"NIST Chemistry WebBook, SRD 69"
Water,297.35,0.99725,"NIST Chemistry WebBook, SRD 69"
Water,297.45,0.99722,"NIST Chemistry WebBook, SRD 69"
Water,297.55,0.9972,"NIST Chemistry WebBook, SRD 69"
Water,297.65,0.99717,"NIST Chemistry WebBook, SRD 69"
Water,297.75,0.99715,"NIST Chemistry WebBook, SRD 69"
Water,297.85,0.99712,"NIST Chemistry WebBook, SRD 69"
Water,297.95,0.9971,"NIST Chemistry WebBook, SRD 69"
Water,298.05,0.99707,"NIST Chemistry WebBook, SRD 69"
Water,298.15,0.99705,"NIST Chemistry WebBook, SRD 69"
Water,298.25,0.99702,"NIST Chemistry WebBook, SRD 69"
Water,298.35,0.997,"NIST Chemistry WebBook, SRD 69"
Water,298.45,0.99697,"NIST Chemistry WebBook, SRD 69"
Water,298.55,0.99694,"NIST Chemistry WebBook, SRD 69"
Water,298.65,0.99692,"NIST Chemistry WebBook, SRD 69"
Water,298.75,0.99689,"NIST Chemistry WebBook, SRD 69"
Water,298.85,0.99687,"NIST Chemistry WebBook, SRD 69"
Water,298.95,0.99684,"NIST Chemistry WebBook, SRD 69"
Water,299.05,0.99681,"NIST Chemistry WebBook, SRD 69"
Water,299.15,0.99679,"NIST Chemistry WebBook, SRD 69"
Water,299.25,0.99676,"NIST Chemistry WebBook, SRD 69"
Water,299.35,0.99673,"NIST Chemistry WebBook, SRD 69"
Water,299.45,0.99671,"NIST Chemistry WebBook, SRD 69"
Water,299.55,0.99668,"NIST Chemistry WebBook, SRD 69"
Water,299.65,0.99665,"NIST Chemistry WebBook, SRD 69"
Water,299.75,0.99663,"NIST Chemistry WebBook, SRD 69"
Water,299.85,0.9966,"NIST Chemistry WebBook, SRD 69"
Water,299.95,0.99657,"NIST Chemistry WebBook, SRD 69"
Water,300.05,0.99654,"NIST Chemistry WebBook, SRD 69"
Water,300.15,0.99652,"NIST Chemistry WebBook, SRD 69"
Water,300.25,0.99649,"NIST Chemistry WebBook, SRD 69"
Water,300.35,0.99646,"NIST Chemistry WebBook, SRD 69"
Water,300.45,0.99643,"NIST Chemistry WebBook, SRD 69"
Water,300.55,0.9964,"NIST Chemistry WebBook, SRD 69"
Water,300.65,0.99638,"NIST Chemistry WebBook, SRD 69"
Water,300.75,0.99635,"NIST Chemistry WebBook, SRD 69"
Water,300.85,0.99632,"NIST Chemistry WebBook, SRD 69"
Water,300.95,0.99629,"NIST Chemistry WebBook, SRD 69"
Water,301.05,0.99626,"NIST Chemistry WebBook, SRD 69"
Water,301.15,0.99624,"NIST Chemistry WebBook, SRD 69"
Water,301.25,0.99621,"NIST Chemistry WebBook, SRD 69"
Water,301.35,0.99618,"NIST Chemistry WebBook, SRD 69"
Water,301.45,0.99615,"NIST Chemistry WebBook, SRD 69"
Water,301.55,0.99612,"NIST Chemistry WebBook, SRD 69"
Water,301.65,0.99609,"NIST Chemistry WebBook, SRD 69"
Water,301.75,0.99606,"NIST Chemistry WebBook, SRD 69"
Water,301.85,0.99603,"NIST Chemistry WebBook, SRD 69"
Water,301.95,0.99601,"NIST Chemistry WebBook, SRD 69"
Water,302.05,0.99598,"NIST Chemistry WebBook, SRD 69"
Water,302.15,0.99595,"NIST Chemistry WebBook, SRD 69"
Water,302.25,0.99592,"NIST Chemistry WebBook, SRD 69"
Water,302.35,0.99589,"NIST Chemistry WebBook, SRD 69"
Water,302.45,0.99586,"NIST Chemistry WebBook, SRD 69"
Water,302.55,0.99583,"NIST Chemistry WebBook, SRD 69"
Water,302.65,0.9958,"NIST Chemistry WebBook, SRD 69"
Water,302.75,0.99577,"NIST Chemistry WebBook, SRD 69"
Water,302.85,0.99574,"NIST Chemistry WebBook, SRD 69"
Water,302.95,0.99571,"NIST Chemistry WebBook, SRD 69"
Water,303.05,0.99568,"NIST Chemistry WebBook, SRD 69"
Water,303.15,0.99565,"NIST Chemistry WebBook, SRD 69"
Water,303.25,0.99562,"NIST Chemistry WebBook, SRD 69"
Water,303.35,0.99559,"NIST Chemistry WebBook, SRD 69"
Water,303.45,0.99556,"NIST Chemistry WebBook, SRD 69"
Water,303.55,0.99553,"NIST Chemistry WebBook, SRD 69"
Water,303.65,0.9955,"NIST Chemistry WebBook, SRD 69"
Water,303.75,0.99547,"NIST Chemistry WebBook, SRD 69"
Water,303.85,0.99544,"NIST Chemistry WebBook, SRD 69"
Water,303.95,0.99541,"NIST Chemistry WebBook, SRD 69"
Water,304.05,0.99537,"NIST Chemistry WebBook, SRD 69"
Water,304.15,0.99534,"NIST Chemistry WebBook, SRD 69"
Water,304.25,0.99531,"NIST Chemistry WebBook, SRD 69"
Water,304.35,0.99528,"NIST Chemistry WebBook, SRD 69"
Water,304.45,0.99525,"NIST Chemistry WebBook, SRD 69"
Water,304.55,0.99522,"NIST Chemistry WebBook, SRD 69"
Water,304.65,0.99519,"NIST Chemistry WebBook, SRD 69"
Water,304.75,0.99516,"NIST Chemistry WebBook, SRD 69"
Water,304.85,0.99512,"NIST Chemistry WebBook, SRD 69"
Water,304.95,0.99509,"NIST Chemistry WebBook, SRD 69"
Water,305.05,0.99506,"NIST Chemistry WebBook, SRD 69"
Water,305.15,0.99503,"NIST Chemistry WebBook, SRD 69"
Water,305.25,0.995,"NIST Chemistry WebBook, SRD 69"
Water,305.35,0.99496,"NIST Chemistry WebBook, SRD 69"
Water,305.45,0.99493,"NIST Chemistry WebBook, SRD 69"
Water,305.55,0.9949,"NIST Chemistry WebBook, SRD 69"
Water,305.65,0.99487,"NIST Chemistry WebBook, SRD 69"
Water,305.75,0.99484,"NIST Chemistry WebBook, SRD 69"
Water,305.85,0.9948,"NIST Chemistry WebBook, SRD 69"
Water,305.95,0.99477,"NIST Chemistry WebBook, SRD 69"
Water,306.05,0.99474,"NIST Chemistry WebBook, SRD 69"
Water,306.15,0.9947,"NIST Chemistry WebBook, SRD 69"
Water,306.25,0.99467,"NIST Chemistry WebBook, SRD 69"
Water,306.35,0.99464,"NIST Chemistry WebBook, SRD 69"
Water,306.45,0.99461,"NIST Chemistry WebBook, SRD 69"
Water,306.55,0.99457,"NIST Chemistry WebBook, SRD 69"
Water,306.65,0.99454,"NIST Chemistry WebBook, SRD 69"
Water,306.75,0.99451,"NIST Chemistry WebBook, SRD 69"
Water,306.85,0.99447,"NIST Chemistry WebBook, SRD 69"
Water,306.95,0.99444,"NIST Chemistry WebBook, SRD 69"
Water,307.05,0.99441,"NIST Chemistry WebBook, SRD 69"
Water,307.15,0.99437,"NIST Chemistry WebBook, SRD 69"
Water,307.25,0.99434,"NIST Chemistry WebBook, SRD 69"
Water,307.35,0.99431,"NIST Chemistry WebBook, SRD 69"
Water,307.45,0.99427,"NIST Chemistry WebBook, SRD 69"
Water,307.55,0.99424,"NIST Chemistry WebBook, SRD 69"
Water,307.65,0.9942,"NIST Chemistry WebBook, SRD 69"
Water,307.75,0.99417,"NIST Chemistry WebBook, SRD 69"
Water,307.85,0.99414,"NIST Chemistry WebBook, SRD 69"
Water,307.95,0.9941,"NIST Chemistry WebBook, SRD 69"
Water,308.05,0.99407,"NIST Chemistry WebBook, SRD 69"
Water,308.15,0.99403,"NIST Chemistry WebBook, SRD 69"
Water,308.25,0.994,"NIST Chemistry WebBook, SRD 69"
Water,308.35,0.99396,"NIST Chemistry WebBook, SRD 69"
Water,308.45,0.99393,"NIST Chemistry WebBook, SRD 69"
Water,308.55,0.9939,"NIST Chemistry WebBook, SRD 69"
Water,308.65,0.99386,"NIST Chemistry WebBook, SRD 69"
Water,308.75,0.99383,"NIST Chemistry WebBook, SRD 69"
Water,308.85,0.99379,"NIST Chemistry WebBook, SRD 69"
Water,308.95,0.99376,"NIST Chemistry WebBook, SRD 69"
Water,309.05,0.99372,"NIST Chemistry WebBook, SRD 69"
Water,309.15,0.99369,"NIST Chemistry WebBook, SRD 69"
Water,309.25,0.99365,"NIST Chemistry WebBook, SRD 69"
Water,309.35,0.99361,"NIST Chemistry WebBook, SRD 69"
Water,309.45,0.99358,"NIST Chemistry WebBook, SRD 69"
Water,309.55,0.99354,"NIST Chemistry WebBook, SRD 69"
Water,309.65,0.99351,"NIST Chemistry WebBook, SRD 69"
Water,309.75,0.99347,"NIST Chemistry WebBook, SRD 69"
Water,309.85,0.99344,"NIST Chemistry WebBook, SRD 69"
Water,309.95,0.9934,"NIST Chemistry WebBook, SRD 69"
Water,310.05,0.99337,"NIST Chemistry WebBook, SRD 69"
Water,310.15,0.99333,"NIST Chemistry WebBook, SRD 69"
Water,310.25,0.99329,"NIST Chemistry WebBook, SRD 69"
Water,310.35,0.99326,"NIST Chemistry WebBook, SRD 69"
Water,310.45,0.99322,"NIST Chemistry WebBook, SRD 69"
Water,310.55,0.99319,"NIST Chemistry WebBook, SRD 69"
Water,310.65,0.99315,"NIST Chemistry WebBook, SRD 69"
Water,310.75,0.99311,"NIST Chemistry WebBook, SRD 69"
Water,310.85,0.99308,"NIST Chemistry WebBook, SRD 69"
Water,310.95,0.99304,"NIST Chemistry WebBook, SRD 69"
Water,311.05,0.993,"NIST Chemistry WebBook, SRD 69"
Water,311.15,0.99297,"NIST Chemistry WebBook, SRD 69"
Water,311.25,0.99293,"NIST Chemistry WebBook, SRD 69"
Water,311.35,0.99289,"NIST Chemistry WebBook, SRD 69"
Water,311.45,0.99286,"NIST Chemistry WebBook, SRD 69"
Water,311.55,0.99282,"NIST Chemistry WebBook, SRD 69"
Water,311.65,0.99278,"NIST Chemistry WebBook, SRD 69"
Water,311.75,0.99274,"NIST Chemistry WebBook, SRD 69"
Water,311.85,0.99271,"NIST Chemistry WebBook, SRD 69"
Water,311.95,0.99267,"NIST Chemistry WebBook, SRD 69"
Water,312.05,0.99263,"NIST Chemistry WebBook, SRD 69"
Water,312.15,0.9926,"NIST Chemistry WebBook, SRD 69"
Water,312.25,0.99256,"NIST Chemistry WebBook, SRD 69"
Water,312.35,0.99252,"NIST Chemistry WebBook, SRD 69"
Water,312.45,0.99248,"NIST Chemistry WebBook, SRD 69"
Water,312.55,0.99244,"NIST Chemistry WebBook, SRD 69"
Water,312.65,0.99241,"NIST Chemistry WebBook, SRD 69"
Water,312.75,0.99237,"NIST Chemistry WebBook, SRD 69"
Water,312.85,0.99233,"NIST Chemistry WebBook, SRD 69"
Water,312.95,0.99229,"NIST Chemistry WebBook, SRD 69"
Water,313.05,0.99225,"NIST Chemistry WebBook, SRD 69"
Water,313.15,0.99222,"NIST Chemistry WebBook, SRD 69"
Water,313.25,0.99218,"NIST Chemistry WebBook, SRD 69"
Water,313.35,0.99214,"NIST Chemistry WebBook, SRD 69"
Water,313.45,0.9921,"NIST Chemistry WebBook, SRD 69"
Water,313.55,0.99206,"NIST Chemistry WebBook, SRD 69"
Water,313.65,0.99202,"NIST Chemistry WebBook, SRD 69"
Water,313.75,0.99199,"NIST Chemistry WebBook, SRD 69"
Water,313.85,0.99195,"NIST Chemistry WebBook, SRD 69"
Water,313.95,0.99191,"NIST Chemistry WebBook, SRD 69"
Water,314.05,0.99187,"NIST Chemistry WebBook, SRD 69"
Water,314.15,0.99183,"NIST Chemistry WebBook, SRD 69"
Water,314.25,0.99179,"NIST Chemistry WebBook, SRD 69"
Water,314.35,0.99175,"NIST Chemistry WebBook, SRD 69"
Water,314.45,0.99171,"NIST Chemistry WebBook, SRD 69"
Water,314.55,0.99167,"NIST Chemistry WebBook, SRD 69"
Water,314.65,0.99163,"NIST Chemistry WebBook, SRD 69"
Water,314.75,0.99159,"NIST Chemistry WebBook, SRD 69"
Water,314.85,0.99156,"NIST Chemistry WebBook, SRD 69"
Water,314.95,0.99152,"NIST Chemistry WebBook, SRD 69"
Water,315.05,0.99148,"NIST Chemistry WebBook, SRD 69"
Water,315.15,0.99144,"NIST Chemistry WebBook, SRD 69"
Water,315.25,0.9914,"NIST Chemistry WebBook, SRD 69"
Water,315.35,0.99136,"NIST Chemistry WebBook, SRD 69"
Water,315.45,0.99132,"NIST Chemistry WebBook, SRD 69"
Water,315.55,0.99128,"NIST Chemistry WebBook, SRD 69"
Water,315.65,0.99124,"NIST Chemistry WebBook, SRD 69"
Water,315.75,0.9912,"NIST Chemistry WebBook, SRD 69"
Water,315.85,0.99116,"NIST Chemistry WebBook, SRD 69"
Water,315.95,0.99112,"NIST Chemistry WebBook, SRD 69"
Water,316.05,0.99108,"NIST Chemistry WebBook, SRD 69"
Water,316.15,0.99104,"NIST Chemistry WebBook, SRD 69"
Water,316.25,0.991,"NIST Chemistry WebBook, SRD 69"
Water,316.35,0.99095,"NIST Chemistry WebBook, SRD 69"
Water,316.45,0.99091,"NIST Chemistry WebBook, SRD 69"
Water,316.55,0.99087,"NIST Chemistry WebBook, SRD 69"
Water,316.65,0.99083,"NIST Chemistry WebBook, SRD 69"
Water,316.75,0.99079,"NIST Chemistry WebBook, SRD 69"
Water,316.85,0.99075,"NIST Chemistry WebBook, SRD 69"
Water,316.95,0.99071,"NIST Chemistry WebBook, SRD 69"
Water,317.05,0.99067,"NIST Chemistry WebBook, SRD 69"
Water,317.15,0.99063,"NIST Chemistry WebBook, SRD 69"
Water,317.25,0.99059,"NIST Chemistry WebBook, SRD 69"
Water,317.35,0.99055,"NIST Chemistry WebBook, SRD 69"
Water,317.45,0.9905,"NIST Chemistry WebBook, SRD 69"
Water,317.55,0.99046,"NIST Chemistry WebBook, SRD 69"
Water,317.65,0.99042,"NIST Chemistry WebBook, SRD 69"
Water,317.75,0.99038,"NIST Chemistry WebBook, SRD 69"
Water,317.85,0.99034,"NIST Chemistry WebBook, SRD 69"
Water,317.95,0.9903,"NIST Chemistry WebBook, SRD 69"
Water,318.05,0.99025,"NIST Chemistry WebBook, SRD 69"
Water,318.15,0.99021,"NIST Chemistry WebBook, SRD 69"
Water,318.25,0.99017,"NIST Chemistry WebBook, SRD 69"
Water,318.35,0.99013,"NIST Chemistry WebBook, SRD 69"
Water,318.45,0.99009,"NIST Chemistry WebBook, SRD 69"
Water,318.55,0.99004,"NIST Chemistry WebBook, SRD 69"
Water,318.65,0.99,"NIST Chemistry WebBook, SRD 69"
Water,318.75,0.98996,"NIST Chemistry WebBook, SRD 69"
Water,318.85,0.98992,"NIST Chemistry WebBook, SRD 69"
Water,318.95,0.98988,"NIST Chemistry WebBook, SRD 69"
Water,319.05,0.98983,"NIST Chemistry WebBook, SRD 69"
Water,319.15,0.98979,"NIST Chemistry WebBook, SRD 69"
Water,319.25,0.98975,"NIST Chemistry WebBook, SRD 69"
Water,319.35,0.98971,"NIST Chemistry WebBook, SRD 69"
Water,319.45,0.98966,"NIST Chemistry WebBook, SRD 69"
Water,319.55,0.98962,"NIST Chemistry WebBook, SRD 69"
Water,319.65,0.98958,"NIST Chemistry WebBook, SRD 69"
Water,319.75,0.98953,"NIST Chemistry WebBook, SRD 69"
Water,319.85,0.98949,"NIST Chemistry WebBook, SRD 69"
Water,319.95,0.98945,"NIST Chemistry WebBook, SRD 69"
Water,320.05,0.98941,"NIST Chemistry WebBook, SRD 69"
Water,320.15,0.98936,"NIST Chemistry WebBook, SRD 69"
Water,320.25,0.98932,"NIST Chemistry WebBook, SRD 69"
Water,320.35,0.98928,"NIST Chemistry WebBook, SRD 69"
Water,320.45,0.98923,"NIST Chemistry WebBook, SRD 69"
Water,320.55,0.98919,"NIST Chemistry WebBook, SRD 69"
Water,320.65,0.98915,"NIST Chemistry WebBook, SRD 69"
Water,320.75,0.9891,"NIST Chemistry WebBook, SRD 69"
Water,320.85,0.98906,"NIST Chemistry WebBook, SRD 69"
Water,320.95,0.98901,"NIST Chemistry WebBook, SRD 69"
Water,321.05,0.98897,"NIST Chemistry WebBook, SRD 69"
Water,321.15,0.98893,"NIST Chemistry WebBook, SRD 69"
Water,321.25,0.98888,"NIST Chemistry WebBook, SRD 69"
Water,321.35,0.98884,"NIST Chemistry WebBook, SRD 69"
Water,321.45,0.98879,"NIST Chemistry WebBook, SRD 69"
Water,321.55,0.98875,"NIST Chemistry WebBook, SRD 69"
Water,321.65,0.98871,"NIST Chemistry WebBook, SRD 69"
Water,321.75,0.98866,"NIST Chemistry WebBook, SRD 69"
Water,321.85,0.98862,"NIST Chemistry WebBook, SRD 69"
Water,321.95,0.98857,"NIST Chemistry WebBook, SRD 69"
Water,322.05,0.98853,"NIST Chemistry WebBook, SRD 69"
Water,322.15,0.98848,"NIST Chemistry WebBook, SRD 69"
Water,322.25,0.98844,"NIST Chemistry WebBook, SRD 69"
Water,322.35,0.98839,"NIST Chemistry WebBook, SRD 69"
Water,322.45,0.98835,"NIST Chemistry WebBook, SRD 69"
Water,322.55,0.98831,"NIST Chemistry WebBook, SRD 69"
Water,322.65,0.98826,"NIST Chemistry WebBook, SRD 69"
Water,322.75,0.98822,"NIST Chemistry WebBook, SRD 69"
Water,322.85,0.98817,"NIST Chemistry WebBook, SRD 69"
Water,322.95,0.98813,"NIST Chemistry WebBook, SRD 69"
Water,323.05,0.98808,"NIST Chemistry WebBook, SRD 69"
Water,323.15,0.98804,"NIST Chemistry WebBook, SRD 69"
Water,323.25,0.98799,"NIST Chemistry WebBook, SRD 69"
Water,323.35,0.98794,"NIST Chemistry WebBook, SRD 69"
Water,323.45,0.9879,"NIST Chemistry WebBook, SRD 69"
Water,323.55,0.98785,"NIST Chemistry WebBook, SRD 69"
Water,323.65,0.98781,"NIST Chemistry WebBook, SRD 69"
Water,323.75,0.98776,"NIST Chemistry WebBook, SRD 69"
Water,323.85,0.98772,"NIST Chemistry WebBook, SRD 69"
Water,323.95,0.98767,"NIST Chemistry WebBook, SRD 69"
Water,324.05,0.98763,"NIST Chemistry WebBook, SRD 69"
Water,324.15,0.98758,"NIST Chemistry WebBook, SRD 69"
Water,324.25,0.98753,"NIST Chemistry WebBook, SRD 69"
Water,324.35,0.98749,"NIST Chemistry WebBook, SRD 69"
Water,324.45,0.98744,"NIST Chemistry WebBook, SRD 69"
Water,324.55,0.9874,"NIST Chemistry WebBook, SRD 69"
Water,324.65,0.98735,"NIST Chemistry WebBook, SRD 69"
Water,324.75,0.9873,"NIST Chemistry WebBook, SRD 69"
Water,324.85,0.98726,"NIST Chemistry WebBook, SRD 69"
Water,324.95,0.98721,"NIST Chemistry WebBook, SRD 69"
Water,325.05,0.98716,"NIST Chemistry WebBook, SRD 69"
Water,325.15,0.98712,"NIST Chemistry WebBook, SRD 69"
Water,325.25,0.98707,"NIST Chemistry WebBook, SRD 69"
Water,325.35,0.98702,"NIST Chemistry WebBook, SRD 69"
Water,325.45,0.98698,"NIST Chemistry WebBook, SRD 69"
Water,325.55,0.98693,"NIST Chemistry WebBook, SRD 69"
Water,325.65,0.98688,"NIST Chemistry WebBook, SRD 69"
Water,325.75,0.98684,"NIST Chemistry WebBook, SRD 69"
Water,325.85,0.98679,"NIST Chemistry WebBook, SRD 69"
Water,325.95,0.98674,"NIST Chemistry WebBook, SRD 69"
Water,326.05,0.9867,"NIST Chemistry WebBook, SRD 69"
Water,326.15,0.98665,"NIST Chemistry WebBook, SRD 69"
Water,326.25,0.9866,"NIST Chemistry WebBook, SRD 69"
Water,326.35,0.98655,"NIST Chemistry WebBook, SRD 69"
Water,326.45,0.98651,"NIST Chemistry WebBook, SRD 69"
Water,326.55,0.98646,"NIST Chemistry WebBook, SRD 69"
Water,326.65,0.98641,"NIST Chemistry WebBook, SRD 69"
Water,326.75,0.98636,"NIST Chemistry WebBook, SRD 69"
Water,326.85,0.98632,"NIST Chemistry WebBook, SRD 69"
Water,326.95,0.98627,"NIST Chemistry WebBook, SRD 69"
Water,327.05,0.98622,"NIST Chemistry WebBook, SRD 69"
Water,327.15,0.98617,"NIST Chemistry WebBook, SRD 69"
Water,327.25,0.98613,"NIST Chemistry WebBook, SRD 69"
Water,327.35,0.98608,"NIST Chemistry WebBook, SRD 69"
Water,327.45,0.98603,"NIST Chemistry WebBook, SRD 69"
Water,327.55,0.98598,"NIST Chemistry WebBook, SRD 69"
Water,327.65,0.98593,"NIST Chemistry WebBook, SRD 69"
Water,327.75,0.98589,"NIST Chemistry WebBook, SRD 69"
Water,327.85,0.98584,"NIST Chemistry WebBook, SRD 69"
Water,327.95,0.98579,"NIST Chemistry WebBook, SRD 69"
Water,328.05,0.98574,"NIST Chemistry WebBook, SRD 69"
Water,328.15,0.98569,"NIST Chemistry WebBook, SRD 69"
Water,328.25,0.98564,"NIST Chemistry WebBook, SRD 69"
Water,328.35,0.9856,"NIST Chemistry WebBook, SRD 69"
Water,328.45,0.98555,"NIST Chemistry WebBook, SRD 69"
Water,328.55,0.9855,"NIST Chemistry WebBook, SRD 69"
Water,328.65,0.98545,"NIST Chemistry WebBook, SRD 69"
Water,328.75,0.9854,"NIST Chemistry WebBook, SRD 69"
Water,328.85,0.98535,"NIST Chemistry WebBook, SRD 69"
Water,328.95,0.9853,"NIST Chemistry WebBook, SRD 69"
Water,329.05,0.98525,"NIST Chemistry WebBook, SRD 69"
Water,329.15,0.98521,"NIST Chemistry WebBook, SRD 69"
Water,329.25,0.98516,"NIST Chemistry WebBook, SRD 69"
Water,329.35,0.98511,"NIST Chemistry WebBook, SRD 69"
Water,329.45,0.98506,"NIST Chemistry WebBook, SRD 69"
Water,329.55,0.98501,"NIST Chemistry WebBook, SRD 69"
Water,329.65,0.98496,"NIST Chemistry WebBook, SRD 69"
Water,329.75,0.98491,"NIST Chemistry WebBook, SRD 69"
Water,329.85,0.98486,"NIST Chemistry WebBook, SRD 69"
Water,329.95,0.98481,"NIST Chemistry WebBook, SRD 69"
Water,330.05,0.98476,"NIST Chemistry WebBook, SRD 69"
Water,330.15,0.98471,"NIST Chemistry WebBook, SRD 69"
Water,330.25,0.98466,"NIST Chemistry WebBook, SRD 69"
Water,330.35,0.98461,"NIST Chemistry WebBook, SRD 69"
Water,330.45,0.98456,"NIST Chemistry WebBook, SRD 69"
Water,330.55,0.98451,"NIST Chemistry WebBook, SRD 69"
Water,330.65,0.98446,"NIST Chemistry WebBook, SRD 69"
Water,330.75,0.98441,"NIST Chemistry WebBook, SRD 69"
Water,330.85,0.98436,"NIST Chemistry WebBook, SRD 69"
Water,330.95,0.98431,"NIST Chemistry WebBook, SRD 69"
Water,331.05,0.98426,"NIST Chemistry WebBook, SRD 69"
Water,331.15,0.98421,"NIST Chemistry WebBook, SRD 69"
Water,331.25,0.98416,"NIST Chemistry WebBook, SRD 69"
Water,331.35,0.98411,"NIST Chemistry WebBook, SRD 69"
Water,331.45,0.98406,"NIST Chemistry WebBook, SRD 69"
Water,331.55,0.98401,"NIST Chemistry WebBook, SRD 69"
Water,331.65,0.98396,"NIST Chemistry WebBook, SRD 69"
Water,331.75,0.98391,"NIST Chemistry WebBook, SRD 69"
Water,331.85,0.98386,"NIST Chemistry WebBook, SRD 69"
Water,331.95,0.98381,"NIST Chemistry WebBook, SRD 69"
Water,332.05,0.98376,"NIST Chemistry WebBook, SRD 69"
Water,332.15,0.98371,"NIST Chemistry WebBook, SRD 69"
Water,332.25,0.98366,"NIST Chemistry WebBook, SRD 69"
Water,332.35,0.98361,"NIST Chemistry WebBook, SRD 69"
Water,332.45,0.98355,"NIST Chemistry WebBook, SRD 69"
Water,332.55,0.9835,"NIST Chemistry WebBook, SRD 69"
Water,332.65,0.98345,"NIST Chemistry WebBook, SRD 69"
Water,332.75,0.9834,"NIST Chemistry WebBook, SRD 69"
Water,332.85,0.98335,"NIST Chemistry WebBook, SRD 69"
Water,332.95,0.9833,"NIST Chemistry WebBook, SRD 69"
Water,333.05,0.98325,"NIST Chemistry WebBook, SRD 69"
Water,333.15,0.9832,"NIST Chemistry WebBook, SRD 69"
Water,333.25,0.98314,"NIST Chemistry WebBook, SRD 69"
Water,333.35,0.98309,"NIST Chemistry WebBook, SRD 69"
Water,333.45,0.98304,"NIST Chemistry WebBook, SRD 69"
Water,333.55,0.98299,"NIST Chemistry WebBook, SRD 69"
Water,333.65,0.98294,"NIST Chemistry WebBook, SRD 69"
Water,333.75,0.98289,"NIST Chemistry WebBook, SRD 69"
Water,333.85,0.98283,"NIST Chemistry WebBook, SRD 69"
Water,333.95,0.98278,"NIST Chemistry WebBook, SRD 69"
Water,334.05,0.98273,"NIST Chemistry WebBook, SRD 69"
Water,334.15,0.98268,"NIST Chemistry WebBook, SRD 69"
Water,334.25,0.98263,"NIST Chemistry WebBook, SRD 69"
